combination,features,n_features,n_samples,selector,model,mean_spearman,std_spearman,min_spearman,max_spearman
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,none,KF_MLP,0.0854,0.139,-0.0495,0.3065
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,pca_50,KF_LinearRegression,0.0854,0.1319,-0.0272,0.3337
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,spearman_30,KF_MLP,0.0854,0.139,-0.0495,0.3065
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,spearman_50,KF_MLP,0.0854,0.139,-0.0495,0.3065
Temporal,R3D,512,339,pca_50,SVR,0.0853,0.0839,-0.0723,0.1663
tcnj_audio_o,tcnj_audio_o,9,339,pca_50,KF_MLP,0.0853,0.1171,-0.1028,0.2215
tcnj_audio_o,tcnj_audio_o,9,339,pca_30,KF_MLP,0.0853,0.1171,-0.1028,0.2215
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,spearman_30,KF_SVR,0.0852,0.0648,0.0177,0.1949
tcnj_audio_o,tcnj_audio_o,9,339,pca_30,SVR,0.0851,0.0915,-0.0754,0.1751
tcnj_audio_o,tcnj_audio_o,9,339,pca_50,SVR,0.0851,0.0915,-0.0754,0.1751
LBP,LBP,768,339,none,MLP,0.085,0.0807,-0.0133,0.2164
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,pca_30,KF_MLP,0.085,0.1005,-0.066,0.177
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,pca_30,LinearRegression,0.0849,0.1845,-0.2157,0.2936
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,pca_30,LinearRegression,0.0849,0.1569,-0.1907,0.2569
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,pca_30,KF_LinearRegression,0.0842,0.1014,0.0196,0.2856
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,spearman_30,KF_MLP,0.0839,0.1403,-0.1655,0.2195
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,spearman_30,KF_MLP,0.0831,0.1076,-0.0802,0.2532
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,none,Ridge,0.0829,0.0558,0.0208,0.1633
LBP,LBP,768,339,none,SVR,0.0827,0.1137,-0.1171,0.229
AlexNet,AlexNet,12288,339,spearman_50,KF_LinearRegression,0.0822,0.115,-0.0619,0.2883
LBP,LBP,768,339,pca_50,Ridge,0.082,0.0809,-0.0599,0.1878
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,none,Ridge,0.0819,0.0898,-0.0683,0.1937
LBP,LBP,768,339,pca_50,LinearRegression,0.0815,0.0811,-0.0618,0.1865
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,spearman_30,KF_Ridge,0.0814,0.0943,-0.0289,0.2568
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,pca_30,KF_SVR,0.0813,0.1598,-0.1752,0.2555
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,pca_50,KF_SVR,0.0813,0.1598,-0.1752,0.2555
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,spearman_30,KF_LinearRegression,0.0812,0.1641,-0.2193,0.277
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,pca_50,GradientBoosting,0.0808,0.0959,-0.0207,0.2148
ViT,ViT,2304,339,none,Ridge,0.0808,0.1253,-0.0781,0.2804
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,none,Ridge,0.0805,0.0898,-0.0575,0.2008
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,none,GradientBoosting,0.0805,0.0534,0.0049,0.1394
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,spearman_30,LinearRegression,0.0792,0.1023,-0.0279,0.2705
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,pca_30,MLP,0.0792,0.1014,-0.0967,0.185
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,spearman_30,KF_Ridge,0.0791,0.0829,-0.0486,0.1936
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,spearman_50,KF_LinearRegression,0.0788,0.1461,-0.0633,0.3552
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,pca_30,Ridge,0.0788,0.1762,-0.2192,0.2685
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_30,LinearRegression,0.0786,0.1935,-0.2362,0.283
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,spearman_30,KF_GradientBoosting,0.0783,0.1573,-0.1942,0.2585
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,spearman_30,KF_SVR,0.0779,0.1827,-0.1917,0.2882
DenseNet121,DenseNet121,3072,339,none,KF_Ridge,0.0779,0.1325,-0.1445,0.242
Temporal,R3D,512,339,pca_30,GradientBoosting,0.0779,0.1362,-0.1371,0.2858
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,pca_50,KF_LinearRegression,0.0776,0.1177,-0.0885,0.2049
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,pca_50,KF_SVR,0.0774,0.1918,-0.2817,0.2782
RGBHistogram,RGBHistogram,72,339,spearman_30,Ridge,0.0774,0.1446,-0.1772,0.2207
R3D,R3D,512,339,pca_50,MLP,0.0774,0.0725,-0.0136,0.1758
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,spearman_30,KF_GradientBoosting,0.0771,0.0721,-0.0246,0.197
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_30,LinearRegression,0.0771,0.178,-0.2143,0.2837
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_50,Ridge,0.0768,0.1602,-0.1862,0.3131
R3D,R3D,512,339,pca_30,GradientBoosting,0.0768,0.1573,-0.1196,0.3063
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,none,KF_GradientBoosting,0.0767,0.115,-0.06,0.285
Temporal,R3D,512,339,pca_50,KF_Ridge,0.0767,0.1172,-0.1262,0.1876
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,spearman_30,KF_MLP,0.0764,0.0555,0.0025,0.1586
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,spearman_50,LinearRegression,0.0764,0.1084,-0.0711,0.2422
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,none,KF_LinearRegression,0.0762,0.1043,-0.0892,0.2031
EfficientNetB3,EfficientNetB3,4608,339,spearman_50,KF_MLP,0.0762,0.1412,-0.0978,0.2857
R3D,R3D,512,339,spearman_50,KF_MLP,0.076,0.1196,-0.0927,0.2092
Temporal,R3D,512,339,spearman_50,KF_MLP,0.076,0.1196,-0.0927,0.2092
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,none,KF_Ridge,0.0759,0.1279,-0.1336,0.2293
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,none,LinearRegression,0.0754,0.1015,-0.0773,0.2115
Audio,tcnj_audio_c|tcnj_audio_o,36,339,pca_30,MLP,0.0753,0.1489,-0.1257,0.2757
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,spearman_30,KF_GradientBoosting,0.0753,0.0496,0.0417,0.1738
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,pca_30,KF_MLP,0.0751,0.0729,-0.0478,0.1739
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,none,MLP,0.0749,0.1236,-0.078,0.2513
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,none,KF_Ridge,0.0748,0.116,-0.1045,0.2437
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,none,MLP,0.0747,0.1337,-0.0159,0.3387
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,spearman_30,KF_Ridge,0.0746,0.1551,-0.2319,0.1894
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_30,Ridge,0.0746,0.1918,-0.2476,0.3014
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,none,KF_Ridge,0.0743,0.1231,-0.1638,0.1875
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,spearman_30,KF_Ridge,0.0739,0.0978,-0.1094,0.1775
AlexNet,AlexNet,12288,339,none,SVR,0.0739,0.1455,-0.1837,0.2488
RGBHistogram,RGBHistogram,72,339,spearman_30,LinearRegression,0.0738,0.1439,-0.1744,0.2188
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,none,LinearRegression,0.0737,0.0861,-0.0674,0.1775
DenseNet121,DenseNet121,3072,339,none,MLP,0.0732,0.1209,-0.0792,0.1787
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,spearman_30,KF_SVR,0.073,0.0273,0.0218,0.1001
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,none,LinearRegression,0.0729,0.0851,-0.0508,0.1836
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,spearman_50,Ridge,0.0728,0.1124,-0.0804,0.2463
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,spearman_50,KF_LinearRegression,0.0723,0.092,-0.0633,0.2267
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,none,KF_Ridge,0.0721,0.1212,-0.1211,0.217
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,spearman_30,GradientBoosting,0.072,0.1486,-0.175,0.2386
ResNet50,ResNet50,6144,339,none,KF_GradientBoosting,0.072,0.0761,-0.011,0.1708
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,spearman_50,KF_SVR,0.0719,0.0317,0.0449,0.1308
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,spearman_50,KF_SVR,0.0718,0.0768,-0.0244,0.1642
AlexNet,AlexNet,12288,339,pca_30,Ridge,0.0718,0.1679,-0.1784,0.2738
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,spearman_30,KF_MLP,0.0718,0.1277,-0.0719,0.2326
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,none,LinearRegression,0.0716,0.0866,-0.0546,0.1985
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,none,LinearRegression,0.0716,0.0987,-0.091,0.1937
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,pca_50,MLP,0.0716,0.1406,-0.1809,0.217
DenseNet121,DenseNet121,3072,339,none,KF_LinearRegression,0.0715,0.1572,-0.1743,0.2198
LBP,LBP,768,339,spearman_30,GradientBoosting,0.0714,0.0759,-0.0685,0.1316
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,spearman_50,SVR,0.0713,0.0915,-0.0411,0.2115
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,pca_30,GradientBoosting,0.0713,0.131,-0.1102,0.251
ResNet50,ResNet50,6144,339,spearman_50,KF_SVR,0.0709,0.1078,-0.0911,0.2155
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,pca_50,Ridge,0.0706,0.1411,-0.157,0.2821
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,spearman_30,KF_GradientBoosting,0.0704,0.0598,-0.0228,0.1607
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,spearman_50,Ridge,0.0704,0.107,-0.0694,0.1965
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,spearman_50,GradientBoosting,0.0702,0.1016,-0.1062,0.1973
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,spearman_50,GradientBoosting,0.0702,0.1016,-0.1062,0.1973
HSVHistogram,HSVHistogram,72,339,spearman_30,KF_SVR,0.07,0.0942,-0.1002,0.1805
DenseNet121,DenseNet121,3072,339,spearman_30,LinearRegression,0.0699,0.093,-0.108,0.1443
tcnj_audio_o,tcnj_audio_o,9,339,pca_50,KF_SVR,0.0699,0.1468,-0.1781,0.2552
tcnj_audio_o,tcnj_audio_o,9,339,pca_30,KF_SVR,0.0699,0.1468,-0.1781,0.2552
DenseNet121,DenseNet121,3072,339,spearman_30,Ridge,0.0698,0.0942,-0.1103,0.1451
tcnj_emotion,tcnj_emotion,19,339,pca_30,KF_SVR,0.0696,0.0746,-0.0285,0.1683
tcnj_emotion,tcnj_emotion,19,339,pca_50,KF_SVR,0.0696,0.0746,-0.0285,0.1683
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_30,GradientBoosting,0.0696,0.1228,-0.0295,0.3099
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,none,KF_GradientBoosting,0.0695,0.1357,-0.1761,0.1929
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,spearman_50,SVR,0.0695,0.0775,-0.0258,0.1736
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,spearman_30,KF_LinearRegression,0.0694,0.1477,-0.1037,0.3355
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,none,SVR,0.0693,0.1563,-0.2301,0.2073
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,spearman_50,KF_GradientBoosting,0.0691,0.1208,-0.0813,0.2511
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,none,KF_GradientBoosting,0.0691,0.1208,-0.0813,0.2511
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,spearman_30,KF_GradientBoosting,0.0691,0.1208,-0.0813,0.2511
tcnj_audio_o,tcnj_audio_o,9,339,spearman_50,SVR,0.069,0.0671,0.0015,0.1895
tcnj_audio_o,tcnj_audio_o,9,339,none,SVR,0.069,0.0671,0.0015,0.1895
tcnj_audio_o,tcnj_audio_o,9,339,spearman_30,SVR,0.069,0.0671,0.0015,0.1895
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,pca_30,MLP,0.0689,0.0387,0.0225,0.1337
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,none,LinearRegression,0.0686,0.1002,-0.0396,0.1995
ResNet50,ResNet50,6144,339,none,SVR,0.0686,0.1673,-0.2569,0.2245
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,none,GradientBoosting,0.0686,0.073,0.0202,0.2137
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_50,Ridge,0.0686,0.1642,-0.2047,0.3029
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,spearman_30,GradientBoosting,0.0683,0.089,-0.1033,0.1276
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,spearman_30,GradientBoosting,0.0683,0.089,-0.1033,0.1276
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,none,KF_LinearRegression,0.0682,0.1495,-0.2149,0.1967
tcnj_audio_o,tcnj_audio_o,9,339,pca_50,MLP,0.0679,0.0362,0.0206,0.1216
tcnj_audio_o,tcnj_audio_o,9,339,pca_30,MLP,0.0679,0.0362,0.0206,0.1216
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,none,LinearRegression,0.0679,0.0957,-0.0362,0.1926
AlexNet,AlexNet,12288,339,spearman_50,Ridge,0.0678,0.1763,-0.256,0.2754
VGG,VGG,12288,339,pca_50,KF_GradientBoosting,0.0677,0.1327,-0.1932,0.1515
Audio,tcnj_audio_c|tcnj_audio_o,36,339,none,MLP,0.0677,0.1065,-0.0736,0.2323
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,pca_30,KF_MLP,0.0674,0.1816,-0.1854,0.3171
VGG,VGG,12288,339,pca_50,KF_MLP,0.0674,0.0841,-0.0144,0.224
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,none,KF_Ridge,0.0672,0.1325,-0.1646,0.2369
LBP,LBP,768,339,spearman_30,SVR,0.0672,0.1021,-0.1003,0.1747
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,none,Ridge,0.067,0.0606,-0.0242,0.1565
VGG,VGG,12288,339,none,KF_SVR,0.0669,0.1685,-0.1087,0.3712
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,spearman_30,KF_Ridge,0.0669,0.1209,-0.0795,0.2878
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,pca_50,KF_MLP,0.0668,0.09,-0.0171,0.2222
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,spearman_50,LinearRegression,0.0667,0.1043,-0.057,0.1948
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,spearman_30,KF_GradientBoosting,0.0665,0.0653,-0.0621,0.1142
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,pca_30,GradientBoosting,0.0664,0.1458,-0.1718,0.2722
AlexNet,AlexNet,12288,339,spearman_30,KF_Ridge,0.0664,0.1432,-0.1909,0.2035
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,spearman_30,KF_SVR,0.0663,0.0341,0.0162,0.1042
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,pca_30,Ridge,0.0658,0.1973,-0.2788,0.3132
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,spearman_30,KF_GradientBoosting,0.0658,0.0446,-0.0173,0.1141
AlexNet,AlexNet,12288,339,spearman_50,LinearRegression,0.0655,0.1762,-0.2591,0.271
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,spearman_30,KF_LinearRegression,0.0655,0.1172,-0.1167,0.2277
ResNet50,ResNet50,6144,339,spearman_30,KF_SVR,0.0654,0.1424,-0.1289,0.2415
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,pca_30,LinearRegression,0.0651,0.1974,-0.2864,0.3046
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,spearman_50,MLP,0.065,0.1237,-0.0839,0.2419
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,pca_30,KF_MLP,0.0649,0.0742,-0.0191,0.1734
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,pca_50,KF_GradientBoosting,0.0647,0.152,-0.1653,0.2906
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,none,Ridge,0.0647,0.0729,-0.0588,0.1627
Temporal,R3D,512,339,pca_30,KF_GradientBoosting,0.0646,0.0654,-0.0097,0.1738
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,pca_30,Ridge,0.0646,0.206,-0.3009,0.3197
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,pca_30,SVR,0.0644,0.1117,-0.048,0.2356
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,pca_30,Ridge,0.0643,0.2011,-0.2892,0.3137
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,spearman_50,KF_MLP,0.0641,0.1018,-0.1061,0.1766
